,진료년도,상병구분,시도,SIGUNGU_NM,SIGUNGU_CD,성별,환자수,입내원일수,요양급여비용총액
1830,2023,우울증,충북,청주흥덕구,33043,남,1901,13537,786381470
1831,2023,우울증,충북,청주흥덕구,33043,여,3707,25543,1446174090
1832,2023,우울증,충북,청주청원구,33044,남,1521,10387,629935810
1833,2023,우울증,충북,청주청원구,33044,여,2969,20045,1256748420
1834,2023,우울증,충북,청주서원구,33042,남,1642,10456,554738250
1835,2023,우울증,충북,청주서원구,33042,여,2729,18176,987276740
1836,2023,우울증,충북,충주시,33020,남,1365,10419,698582570
1837,2023,우울증,충북,충주시,33020,여,2845,22919,1482058450
1838,2023,우울증,충북,제천시,33030,남,1354,13525,820460410
1839,2023,우울증,충북,제천시,33030,여,2472,24318,1373217140
1840,2023,우울증,충남,금산군,34510,남,339,2844,119228120
1841,2023,우울증,충남,금산군,34510,여,651,5040,216123030
1842,2023,우울증,충남,부여군,34530,남,688,4868,254177340
1843,2023,우울증,충남,부여군,34530,여,1177,7942,418165290
1844,2023,우울증,충남,서천군,34540,남,313,2116,94892100
1845,2023,우울증,충남,서천군,34540,여,780,5720,251309570
1846,2023,우울증,충남,예산군,34570,남,882,5321,368354080
1847,2023,우울증,충남,예산군,34570,여,1482,9778,699357580
1848,2023,우울증,충남,청양군,34550,남,101,571,8610880
1849,2023,우울증,충남,청양군,34550,여,246,1265,19613340
1850,2023,우울증,충남,홍성군,34560,남,625,3947,253920940
1851,2023,우울증,충남,홍성군,34560,여,1373,9133,604329250
1852,2023,우울증,충남,태안군,34580,남,180,804,21696020
1853,2023,우울증,충남,태안군,34580,여,399,1892,53423720
1854,2023,우울증,충남,천안서북구,34012,남,2678,18053,1248615140
1855,2023,우울증,충남,천안서북구,34012,여,5756,41397,2900179960
1856,2023,우울증,충남,천안동남구,34011,남,1785,11848,901072190
1857,2023,우울증,충남,천안동남구,34011,여,3751,26342,1972045380
1858,2023,우울증,충남,공주시,34020,남,1050,7974,652277260
1859,2023,우울증,충남,공주시,34020,여,1754,12837,1029967570
1860,2023,우울증,충남,보령시,34030,남,458,3332,127056150
1861,2023,우울증,충남,보령시,34030,여,961,7286,304504550
1862,2023,우울증,충남,아산시,34040,남,1657,12145,746495240
1863,2023,우울증,충남,아산시,34040,여,3305,24177,1427154650
1864,2023,우울증,충남,서산시,34050,남,448,2538,84066940
1865,2023,우울증,충남,서산시,34050,여,859,5217,171090890
1866,2023,우울증,충남,논산시,34060,남,1193,9650,475744530
1867,2023,우울증,충남,논산시,34060,여,2422,21698,1007935880
1868,2023,우울증,충남,계룡시,34070,남,0,0,0
1869,2023,우울증,충남,계룡시,34070,여,31,48,1310250
1870,2023,우울증,충남,당진시,34080,남,1482,9641,436585630
1871,2023,우울증,충남,당진시,34080,여,2678,18469,856049970
1872,2023,우울증,전북,고창군,35570,남,274,1694,60182410
1873,2023,우울증,전북,고창군,35570,여,556,4122,152038850
1874,2023,우울증,전북,무주군,35530,남,26,111,1714570
1875,2023,우울증,전북,무주군,35530,여,40,139,2165390
1876,2023,우울증,전북,부안군,35580,남,121,598,17587380
1877,2023,우울증,전북,부안군,35580,여,299,1576,58606730
1878,2023,우울증,전북,순창군,35560,남,79,629,20266140
1879,2023,우울증,전북,순창군,35560,여,153,1448,50627870
1880,2023,우울증,전북,완주군,35510,남,268,2644,286877280
1881,2023,우울증,전북,완주군,35510,여,568,4317,471807190
1882,2023,우울증,전북,임실군,35550,남,26,96,3026720
1883,2023,우울증,전북,임실군,35550,여,35,96,1644410
1884,2023,우울증,전북,장수군,35540,남,63,199,3503950
1885,2023,우울증,전북,장수군,35540,여,142,445,8161460
1886,2023,우울증,전북,진안군,35520,남,45,92,2405930
1887,2023,우울증,전북,진안군,35520,여,91,290,4051820
1888,2023,우울증,전북,군산시,35020,남,1165,6973,433843550
1889,2023,우울증,전북,군산시,35020,여,2105,14384,872818860
1890,2023,우울증,전북,남원시,35050,남,649,5676,196649650
1891,2023,우울증,전북,남원시,35050,여,1140,9288,313604070
1892,2023,우울증,전북,익산시,35030,남,1312,8093,568429700
1893,2023,우울증,전북,익산시,35030,여,2833,18904,1256623460
1894,2023,우울증,전북,전주완산구,35011,남,2688,19265,1264007690
1895,2023,우울증,전북,전주완산구,35011,여,5684,42483,2849121010
1896,2023,우울증,전북,전주덕진구,35012,남,1981,14284,853314450
1897,2023,우울증,전북,전주덕진구,35012,여,4139,31196,1969400350
1898,2023,우울증,전북,정읍시,35040,남,540,3559,269280910
1899,2023,우울증,전북,정읍시,35040,여,943,6139,398054450
1900,2023,우울증,전북,김제시,35060,남,471,5594,400199180
1901,2023,우울증,전북,김제시,35060,여,776,8513,528856920
1902,2023,우울증,전남,강진군,36590,남,54,249,21247620
1903,2023,우울증,전남,강진군,36590,여,112,481,38375600
1904,2023,우울증,전남,고흥군,36550,남,467,3582,179127950
1905,2023,우울증,전남,고흥군,36550,여,970,7815,410479730
1906,2023,우울증,전남,곡성군,36520,남,43,147,6260710
1907,2023,우울증,전남,곡성군,36520,여,87,643,38620320
1908,2023,우울증,전남,구례군,36530,남,78,357,12972660
1909,2023,우울증,전남,구례군,36530,여,170,711,30145980
1910,2023,우울증,전남,담양군,36510,남,176,1285,107037080
1911,2023,우울증,전남,담양군,36510,여,287,1788,148135970
1912,2023,우울증,전남,무안군,36620,남,166,922,63101940
1913,2023,우울증,전남,무안군,36620,여,274,2614,188094870
1914,2023,우울증,전남,보성군,36560,남,111,933,67698520
1915,2023,우울증,전남,보성군,36560,여,201,1059,46525120
1916,2023,우울증,전남,신안군,36680,남,17,25,430420
1917,2023,우울증,전남,신안군,36680,여,33,117,2158970
1918,2023,우울증,전남,영광군,36640,남,284,2324,142568680
1919,2023,우울증,전남,영광군,36640,여,554,3695,211779720
1920,2023,우울증,전남,영암군,36610,남,93,429,22770210
1921,2023,우울증,전남,영암군,36610,여,150,1036,65009250
1922,2023,우울증,전남,완도군,36660,남,49,173,3343030
1923,2023,우울증,전남,완도군,36660,여,98,301,5487950
1924,2023,우울증,전남,장성군,36650,남,113,535,30442720
1925,2023,우울증,전남,장성군,36650,여,135,802,45995570
1926,2023,우울증,전남,장흥군,36580,남,65,174,10354080
1927,2023,우울증,전남,장흥군,36580,여,134,447,31496200
1928,2023,우울증,전남,진도군,36670,남,22,65,979430
1929,2023,우울증,전남,진도군,36670,여,59,267,5542190
1930,2023,우울증,전남,함평군,36630,남,119,469,39633740
1931,2023,우울증,전남,함평군,36630,여,233,1077,112000040
1932,2023,우울증,전남,해남군,36600,남,856,3520,259184130
1933,2023,우울증,전남,해남군,36600,여,1572,5988,451593010
1934,2023,우울증,전남,화순군,36570,남,233,3004,275324260
1935,2023,우울증,전남,화순군,36570,여,466,3086,235361350
1936,2023,우울증,전남,나주시,36040,남,587,4547,396361790
1937,2023,우울증,전남,나주시,36040,여,934,5901,461608130
1938,2023,우울증,전남,목포시,36010,남,2218,15243,1031823770
1939,2023,우울증,전남,목포시,36010,여,3964,27618,1850751660
1940,2023,우울증,전남,순천시,36030,남,1382,8936,651263030
1941,2023,우울증,전남,순천시,36030,여,2778,20073,1461179100
1942,2023,우울증,전남,여수시,36020,남,1377,7760,417946500
1943,2023,우울증,전남,여수시,36020,여,2537,15968,854359080
1944,2023,우울증,전남,광양시,36060,남,217,1257,68286960
1945,2023,우울증,전남,광양시,36060,여,398,2268,122193330
1946,2023,우울증,경북,고령군,37570,남,12,55,858660
1947,2023,우울증,경북,고령군,37570,여,17,56,699020
1948,2023,우울증,경북,군위군,22520,남,0,0,0
1949,2023,우울증,경북,군위군,22520,여,20,40,692730
1950,2023,우울증,경북,봉화군,37610,남,30,99,1493660
1951,2023,우울증,경북,봉화군,37610,여,52,171,3331600
1952,2023,우울증,경북,성주군,37580,남,35,672,39051190
1953,2023,우울증,경북,성주군,37580,여,94,502,18733550
1954,2023,우울증,경북,영덕군,37550,남,31,103,1424560
1955,2023,우울증,경북,영덕군,37550,여,105,349,7480340
1956,2023,우울증,경북,영양군,37540,남,0,0,0
1957,2023,우울증,경북,영양군,37540,여,19,39,351860
1958,2023,우울증,경북,예천군,37600,남,40,162,6873330
1959,2023,우울증,경북,예천군,37600,여,57,121,2361270
1960,2023,우울증,경북,울릉군,37630,남,0,0,0
1961,2023,우울증,경북,울릉군,37630,여,46,111,5342370
1962,2023,우울증,경북,울진군,37620,남,134,628,14763040
1963,2023,우울증,경북,울진군,37620,여,274,1464,33728600
1964,2023,우울증,경북,의성군,37520,남,70,922,73101180
1965,2023,우울증,경북,의성군,37520,여,110,383,11778040
1966,2023,우울증,경북,청도군,37560,남,188,5106,362954100
1967,2023,우울증,경북,청도군,37560,여,178,928,37748640
1968,2023,우울증,경북,청송군,37530,남,64,1165,106254620
1969,2023,우울증,경북,청송군,37530,여,50,516,41762660
1970,2023,우울증,경북,칠곡군,37590,남,180,2054,166585740
1971,2023,우울증,경북,칠곡군,37590,여,290,5105,418852510
1972,2023,우울증,경북,경주시,37020,남,1872,12643,899688070
1973,2023,우울증,경북,경주시,37020,여,2774,21808,1507707380
1974,2023,우울증,경북,구미시,37050,남,3148,19287,1050840720
1975,2023,우울증,경북,구미시,37050,여,5280,33327,1780933720
1976,2023,우울증,경북,김천시,37030,남,1079,8587,405651420
1977,2023,우울증,경북,김천시,37030,여,1944,15914,699808690
1978,2023,우울증,경북,안동시,37040,남,1002,6433,435692180
1979,2023,우울증,경북,안동시,37040,여,1795,11502,737989880
1980,2023,우울증,경북,영주시,37060,남,365,2462,130607020
1981,2023,우울증,경북,영주시,37060,여,707,3915,175264450
1982,2023,우울증,경북,영천시,37070,남,517,6154,397157680
1983,2023,우울증,경북,영천시,37070,여,972,10383,594491780
1984,2023,우울증,경북,포항남구,37011,남,876,4872,314509510
1985,2023,우울증,경북,포항남구,37011,여,2066,12754,846909390
1986,2023,우울증,경북,포항북구,37012,남,1976,15769,1015407340
1987,2023,우울증,경북,포항북구,37012,여,3678,28801,1795061150
1988,2023,우울증,경북,문경시,37090,남,756,5473,227156130
1989,2023,우울증,경북,문경시,37090,여,1583,11500,535609470
1990,2023,우울증,경북,상주시,37080,남,411,9518,755313200
1991,2023,우울증,경북,상주시,37080,여,727,5817,310525410
1992,2023,우울증,경북,경산시,37100,남,1817,8434,637355990
1993,2023,우울증,경북,경산시,37100,여,3785,18196,1345397740
1994,2023,우울증,경남,거창군,38590,남,253,1275,49998960
1995,2023,우울증,경남,거창군,38590,여,562,2930,117540390
1996,2023,우울증,경남,고성군,32600,남,102,1208,112310650
1997,2023,우울증,경남,고성군,38540,남,102,1208,112310650
1998,2023,우울증,경남,고성군,32600,여,140,899,65707040
1999,2023,우울증,경남,고성군,38540,여,140,899,65707040
2000,2023,우울증,경남,남해군,38550,남,40,136,1987570
2001,2023,우울증,경남,남해군,38550,여,77,288,4889270
2002,2023,우울증,경남,산청군,38570,남,24,71,1126020
2003,2023,우울증,경남,산청군,38570,여,49,132,2072580
2004,2023,우울증,경남,의령군,38510,남,60,2016,161408730
2005,2023,우울증,경남,의령군,38510,여,129,5666,446808560
2006,2023,우울증,경남,창녕군,38530,남,187,1106,74276430
2007,2023,우울증,경남,창녕군,38530,여,304,1825,96154320
2008,2023,우울증,경남,하동군,38560,남,104,922,66289970
2009,2023,우울증,경남,하동군,38560,여,199,1140,64179280
2010,2023,우울증,경남,함안군,38520,남,107,957,81697540
2011,2023,우울증,경남,함안군,38520,여,167,751,46004510
2012,2023,우울증,경남,함양군,38580,남,86,258,11986820
2013,2023,우울증,경남,함양군,38580,여,174,364,12826190
2014,2023,우울증,경남,합천군,38600,남,81,338,9246550
2015,2023,우울증,경남,합천군,38600,여,134,601,22915150
2016,2023,우울증,경남,김해시,38070,남,2209,19519,1414466280
2017,2023,우울증,경남,김해시,38070,여,4225,36417,2339562460
2018,2023,우울증,경남,사천시,38060,남,275,1909,140083940
2019,2023,우울증,경남,사천시,38060,여,495,2702,156842140
2020,2023,우울증,경남,진주시,38030,남,3383,21243,1121814020
2021,2023,우울증,경남,진주시,38030,여,6150,39116,1942942810
2022,2023,우울증,경남,창원마산회원구,38114,남,892,7662,449290380
2023,2023,우울증,경남,창원마산회원구,38114,여,1828,16461,968270380
2024,2023,우울증,경남,창원마산합포구,38113,남,1102,10103,596775460
2025,2023,우울증,경남,창원마산합포구,38113,여,2120,16788,921415510
2026,2023,우울증,경남,창원진해구,38115,남,536,5033,379009650
2027,2023,우울증,경남,창원진해구,38115,여,1179,10535,797998280
2028,2023,우울증,경남,창원의창구,38111,남,691,3378,208575420
2029,2023,우울증,경남,창원의창구,38111,여,1277,6535,366394720
2030,2023,우울증,경남,창원성산구,38112,남,1926,13903,992965760
2031,2023,우울증,경남,창원성산구,38112,여,3977,31911,2210535270
2032,2023,우울증,경남,통영시,38050,남,577,3529,158990360
2033,2023,우울증,경남,통영시,38050,여,1257,7300,288606900
2034,2023,우울증,경남,밀양시,38080,남,739,4811,400073520
2035,2023,우울증,경남,밀양시,38080,여,1228,7958,633876010
2036,2023,우울증,경남,거제시,38090,남,1266,8500,419746590
2037,2023,우울증,경남,거제시,38090,여,2764,17483,692466100
2038,2023,우울증,경남,양산시,38100,남,2011,16095,999893270
2039,2023,우울증,경남,양산시,38100,여,3841,31838,1911726270
2040,2023,우울증,제주,서귀포시,39020,남,834,5437,250466530
2041,2023,우울증,제주,서귀포시,39020,여,1575,10235,482517900
2042,2023,우울증,제주,제주시,39010,남,3915,29081,1789549120
2043,2023,우울증,제주,제주시,39010,여,8384,63049,3865498630
2044,2023,우울증,세종,세종시,29010,남,3622,22432,1551201850
2045,2023,우울증,세종,세종시,29010,여,6700,47430,3399426940
2046,2023,조울증,서울,강남구,11230,남,2134,14890,1549747460
2047,2023,조울증,서울,강남구,11230,여,4306,35022,4097939270
2048,2023,조울증,서울,강동구,11250,남,753,6328,516886110
2049,2023,조울증,서울,강동구,11250,여,1070,9123,696193310
2050,2023,조울증,서울,강서구,11160,남,548,5097,430777450
2051,2023,조울증,서울,강서구,11160,여,1005,9443,774979310
2052,2023,조울증,서울,관악구,11210,남,539,4335,304559520
2053,2023,조울증,서울,관악구,11210,여,905,8460,635607780
2054,2023,조울증,서울,구로구,11170,남,555,5282,454489460
2055,2023,조울증,서울,구로구,11170,여,1005,12719,1170769900
2056,2023,조울증,서울,도봉구,11100,남,211,2279,162545380
2057,2023,조울증,서울,도봉구,11100,여,342,4511,353876680
2058,2023,조울증,서울,동대문구,11060,남,1299,15119,1362034020
2059,2023,조울증,서울,동대문구,11060,여,1986,22108,1998894530
2060,2023,조울증,서울,동작구,11200,남,544,4899,609966400
2061,2023,조울증,서울,동작구,11200,여,1047,8493,997881160
2062,2023,조울증,서울,마포구,11140,남,503,4670,355930520
2063,2023,조울증,서울,마포구,11140,여,1159,11850,936363240
2064,2023,조울증,서울,서대문구,11130,남,800,6092,516216910
2065,2023,조울증,서울,서대문구,11130,여,1376,12669,1122132110
2066,2023,조울증,서울,성동구,11040,남,431,4583,593016080
2067,2023,조울증,서울,성동구,11040,여,819,9420,1230596200
2068,2023,조울증,서울,성북구,11080,남,506,5020,519460380
2069,2023,조울증,서울,성북구,11080,여,873,8794,980099800
2070,2023,조울증,서울,영등포구,11190,남,774,10428,1019331670
2071,2023,조울증,서울,영등포구,11190,여,1148,12589,1151865850
2072,2023,조울증,서울,용산구,11030,남,228,1941,241173090
2073,2023,조울증,서울,용산구,11030,여,398,3840,482025130
2074,2023,조울증,서울,은평구,11120,남,519,4667,361566700
2075,2023,조울증,서울,은평구,11120,여,949,9387,728697940
2076,2023,조울증,서울,종로구,11010,남,1242,9486,1048636810
2077,2023,조울증,서울,종로구,11010,여,2376,21345,2451233270
2078,2023,조울증,서울,중구,11020,남,253,1993,177973190
2079,2023,조울증,서울,중구,11020,여,463,4328,407791160
2080,2023,조울증,서울,송파구,11240,남,1357,13204,1449107110
2081,2023,조울증,서울,송파구,11240,여,2375,25390,2993087910
2082,2023,조울증,서울,중랑구,11070,남,468,6032,545151620
2083,2023,조울증,서울,중랑구,11070,여,834,9656,909371190
2084,2023,조울증,서울,양천구,11150,남,335,2711,248799900
2085,2023,조울증,서울,양천구,11150,여,462,4268,383101150
2086,2023,조울증,서울,서초구,11220,남,1100,9265,939068070
2087,2023,조울증,서울,서초구,11220,여,1955,17773,1867057180
2088,2023,조울증,서울,노원구,11110,남,450,3620,271847350
2089,2023,조울증,서울,노원구,11110,여,733,7370,721803430
2090,2023,조울증,서울,광진구,11050,남,666,6264,636972010
2091,2023,조울증,서울,광진구,11050,여,1283,12723,1359202230
2092,2023,조울증,서울,강북구,11090,남,132,1206,59495270
2093,2023,조울증,서울,강북구,11090,여,283,2177,119565650
2094,2023,조울증,서울,금천구,11180,남,175,3025,283850720
2095,2023,조울증,서울,금천구,11180,여,309,3708,369168960
2096,2023,조울증,부산,부산남구,21070,남,205,3391,294785700
2097,2023,조울증,부산,부산남구,21070,여,301,4282,411136800
2098,2023,조울증,부산,부산동구,21030,남,223,2847,368942140
2099,2023,조울증,부산,부산동구,21030,여,402,4924,631108110
2100,2023,조울증,부산,부산동래구,21060,남,217,2411,169676100
2101,2023,조울증,부산,부산동래구,21060,여,454,4287,304148050
2102,2023,조울증,부산,부산진구,21050,남,433,4505,358035570
2103,2023,조울증,부산,부산진구,21050,여,725,7568,622698540
2104,2023,조울증,부산,부산북구,21080,남,107,1697,125194090
2105,2023,조울증,부산,부산북구,21080,여,162,2362,148880910
2106,2023,조울증,부산,부산서구,21020,남,311,2760,316086650
2107,2023,조울증,부산,부산서구,21020,여,551,5924,792362140
2108,2023,조울증,부산,부산영도구,21040,남,15,85,5632700
2109,2023,조울증,부산,부산영도구,21040,여,26,189,19147690
2110,2023,조울증,부산,부산중구,21010,남,62,438,40945130
2111,2023,조울증,부산,부산중구,21010,여,80,726,72035680
2112,2023,조울증,부산,부산해운대구,21090,남,372,3933,363596450
2113,2023,조울증,부산,부산해운대구,21090,여,656,7434,710471410
2114,2023,조울증,부산,부산사하구,21100,남,159,2221,153995420
2115,2023,조울증,부산,부산사하구,21100,여,246,3288,234102110
2116,2023,조울증,부산,부산금정구,21110,남,164,2663,239778960
2117,2023,조울증,부산,부산금정구,21110,여,226,2980,238888540
2118,2023,조울증,부산,부산강서구,21120,남,0,0,0
2119,2023,조울증,부산,부산강서구,21120,여,16,170,12450240
2120,2023,조울증,부산,부산연제구,21130,남,212,2375,192577790
2121,2023,조울증,부산,부산연제구,21130,여,339,4465,370910550
2122,2023,조울증,부산,부산수영구,21140,남,426,4453,309022700
2123,2023,조울증,부산,부산수영구,21140,여,893,9423,640932150
2124,2023,조울증,부산,부산사상구,21150,남,308,6112,578948010
2125,2023,조울증,부산,부산사상구,21150,여,319,4767,441482310
2126,2023,조울증,부산,부산기장군,21510,남,50,423,24922910
2127,2023,조울증,부산,부산기장군,21510,여,83,858,52050670
2128,2023,조울증,인천,인천미추홀구,23090,남,327,4082,369343040
2129,2023,조울증,인천,인천미추홀구,23090,여,534,6105,538448330
2130,2023,조울증,인천,인천동구,23020,남,52,402,34691140
2131,2023,조울증,인천,인천동구,23020,여,74,562,58447670
2132,2023,조울증,인천,인천부평구,23060,남,535,6582,644472480
2133,2023,조울증,인천,인천부평구,23060,여,933,11871,1133812550
2134,2023,조울증,인천,인천중구,23010,남,318,2188,232691790
2135,2023,조울증,인천,인천중구,23010,여,493,3951,493726640
2136,2023,조울증,인천,인천서구,23080,남,928,9218,735778710
2137,2023,조울증,인천,인천서구,23080,여,1411,12322,999172180
2138,2023,조울증,인천,인천남동구,23050,남,700,8162,634597030
2139,2023,조울증,인천,인천남동구,23050,여,1289,12062,994703820
2140,2023,조울증,인천,인천연수구,23040,남,72,627,47376980
2141,2023,조울증,인천,인천연수구,23040,여,158,1488,112539870
2142,2023,조울증,인천,인천계양구,23070,남,408,8065,802460880
2143,2023,조울증,인천,인천계양구,23070,여,530,9266,883489360
2144,2023,조울증,인천,인천강화군,23510,남,22,511,52389350
2145,2023,조울증,인천,인천강화군,23510,여,40,1125,100841510
2146,2023,조울증,인천,인천옹진군,23520,남,0,0,0
2147,2023,조울증,인천,인천옹진군,23520,여,0,0,0
2148,2023,조울증,대구,대구남구,22040,남,276,2403,299898630
2149,2023,조울증,대구,대구남구,22040,여,446,4375,541582440
2150,2023,조울증,대구,대구동구,22020,남,460,5382,478586270
2151,2023,조울증,대구,대구동구,22020,여,474,5863,514503300
2152,2023,조울증,대구,대구북구,22050,남,238,3998,301553910
2153,2023,조울증,대구,대구북구,22050,여,332,4173,315172990
2154,2023,조울증,대구,대구서구,22030,남,105,1696,129751990
2155,2023,조울증,대구,대구서구,22030,여,204,3370,288318830
2156,2023,조울증,대구,대구수성구,22060,남,412,4687,322310940
2157,2023,조울증,대구,대구수성구,22060,여,708,7519,538237520
2158,2023,조울증,대구,대구중구,22010,남,265,1957,170258620
2159,2023,조울증,대구,대구중구,22010,여,450,3654,310379590
2160,2023,조울증,대구,대구달서구,22070,남,778,11283,1054144940
2161,2023,조울증,대구,대구달서구,22070,여,971,12636,1088120290
2162,2023,조울증,대구,대구달성군,22510,남,120,1433,108658590
2163,2023,조울증,대구,대구달성군,22510,여,206,1912,140343380
2164,2023,조울증,대구,대구군위군,22520,남,0,0,0
2165,2023,조울증,대구,대구군위군,22520,여,0,0,0
2166,2023,조울증,광주,광주동구,24010,남,395,5442,778654330
2167,2023,조울증,광주,광주동구,24010,여,522,7150,1001808070
2168,2023,조울증,광주,광주북구,24040,남,428,5100,547194610
2169,2023,조울증,광주,광주북구,24040,여,660,7716,860906840
2170,2023,조울증,광주,광주서구,24020,남,157,1569,92892550
2171,2023,조울증,광주,광주서구,24020,여,275,2996,217439910
2172,2023,조울증,광주,광주광산구,24050,남,182,2560,222021370
2173,2023,조울증,광주,광주광산구,24050,여,259,2418,215689390
2174,2023,조울증,광주,광주남구,24030,남,120,1195,94247780
2175,2023,조울증,광주,광주남구,24030,여,158,2115,153158130
2176,2023,조울증,대전,대전유성구,25040,남,300,2616,166529950
2177,2023,조울증,대전,대전유성구,25040,여,477,4024,258058520
2178,2023,조울증,대전,대전대덕구,25050,남,77,562,35021860
2179,2023,조울증,대전,대전대덕구,25050,여,87,951,65887730
2180,2023,조울증,대전,대전서구,25030,남,522,5586,458173270
2181,2023,조울증,대전,대전서구,25030,여,768,7974,645559170
2182,2023,조울증,대전,대전동구,25010,남,300,2976,171081260
2183,2023,조울증,대전,대전동구,25010,여,443,4056,224558210
2184,2023,조울증,대전,대전중구,25020,남,557,6618,586285330
2185,2023,조울증,대전,대전중구,25020,여,761,9613,885532760
2186,2023,조울증,울산,울산남구,26020,남,388,4765,422890400
2187,2023,조울증,울산,울산남구,26020,여,740,8659,768357480
2188,2023,조울증,울산,울산동구,26030,남,162,1344,248249010
2189,2023,조울증,울산,울산동구,26030,여,292,2890,516670480
2190,2023,조울증,울산,울산중구,26010,남,70,772,40466080
2191,2023,조울증,울산,울산중구,26010,여,113,1195,68010400
2192,2023,조울증,울산,울산북구,26040,남,30,202,11568520
2193,2023,조울증,울산,울산북구,26040,여,37,222,11071440
2194,2023,조울증,울산,울산울주군,26510,남,92,2178,203955030
2195,2023,조울증,울산,울산울주군,26510,여,108,3322,326594880
2196,2023,조울증,경기,가평군,31570,남,48,1142,85332670
2197,2023,조울증,경기,가평군,31570,여,46,409,33446710
2198,2023,조울증,경기,양평군,31580,남,54,357,16141000
2199,2023,조울증,경기,양평군,31580,여,94,621,17375930
2200,2023,조울증,경기,연천군,31550,남,14,83,4694020
2201,2023,조울증,경기,연천군,31550,여,32,143,9235090
2202,2023,조울증,경기,광명시,31060,남,299,2372,202912940
2203,2023,조울증,경기,광명시,31060,여,448,4251,338674420
2204,2023,조울증,경기,동두천시,31080,남,253,2855,217066880
2205,2023,조울증,경기,동두천시,31080,여,299,3642,258473630
2206,2023,조울증,경기,부천시,31050,남,863,8700,732818490
2207,2023,조울증,경기,부천시,31050,여,1885,18643,1489526500
2208,2023,조울증,경기,부천소사구,31050,남,121,294,26068110
2209,2023,조울증,경기,부천소사구,31050,여,195,601,49661590
2210,2023,조울증,경기,부천오정구,31050,남,18,52,3935780
2211,2023,조울증,경기,부천오정구,31050,여,46,70,2736320
2212,2023,조울증,경기,부천원미구,31050,남,293,522,39328940
2213,2023,조울증,경기,부천원미구,31050,여,779,1469,124019180
2214,2023,조울증,경기,성남수정구,31021,남,271,3147,251983860
2215,2023,조울증,경기,성남수정구,31021,여,454,6103,481782600
2216,2023,조울증,경기,성남중원구,31022,남,146,1341,82863230
2217,2023,조울증,경기,성남중원구,31022,여,298,3074,220529940
2218,2023,조울증,경기,성남분당구,31023,남,1793,13830,1230296010
2219,2023,조울증,경기,성남분당구,31023,여,3696,31339,3121238270
2220,2023,조울증,경기,수원권선구,31012,남,82,1251,92249270
2221,2023,조울증,경기,수원권선구,31012,여,119,1341,90434050
2222,2023,조울증,경기,수원장안구,31011,남,195,4075,372948250
2223,2023,조울증,경기,수원장안구,31011,여,326,5931,481152330
2224,2023,조울증,경기,수원팔달구,31013,남,625,5024,573032400
2225,2023,조울증,경기,수원팔달구,31013,여,1060,9100,1020333740
2226,2023,조울증,경기,수원영통구,31014,남,455,3463,431758540
2227,2023,조울증,경기,수원영통구,31014,여,863,6670,757453040
2228,2023,조울증,경기,안양만안구,31041,남,439,2298,162936400
2229,2023,조울증,경기,안양만안구,31041,여,189,1538,111575760
2230,2023,조울증,경기,안양동안구,31042,남,457,5026,361179800
2231,2023,조울증,경기,안양동안구,31042,여,1014,10749,894481860
2232,2023,조울증,경기,의정부시,31030,남,705,8421,798869140
2233,2023,조울증,경기,의정부시,31030,여,1064,12730,1316683130
2234,2023,조울증,경기,과천시,31110,남,0,0,0
2235,2023,조울증,경기,과천시,31110,여,26,126,10536290
2236,2023,조울증,경기,구리시,31120,남,157,2510,221455040
2237,2023,조울증,경기,구리시,31120,여,241,1981,141373020
2238,2023,조울증,경기,안산단원구,31092,남,486,7622,828598790
2239,2023,조울증,경기,안산단원구,31092,여,803,12428,1195552020
2240,2023,조울증,경기,안산상록구,31091,남,157,2674,209627830
2241,2023,조울증,경기,안산상록구,31091,여,222,3684,285408960
2242,2023,조울증,경기,평택시,31070,남,687,5888,364699450
2243,2023,조울증,경기,평택시,31070,여,1075,9591,602821870
2244,2023,조울증,경기,하남시,31180,남,127,1051,79751620
2245,2023,조울증,경기,하남시,31180,여,223,2144,166228740
2246,2023,조울증,경기,군포시,31160,남,128,1905,127875710
2247,2023,조울증,경기,군포시,31160,여,221,2110,139010950
2248,2023,조울증,경기,남양주시,31130,남,390,4807,355734880
2249,2023,조울증,경기,남양주시,31130,여,677,6735,453704090
2250,2023,조울증,경기,의왕시,31170,남,245,5326,611080470
2251,2023,조울증,경기,의왕시,31170,여,207,4342,490937660
2252,2023,조울증,경기,시흥시,31150,남,219,2304,159495670
2253,2023,조울증,경기,시흥시,31150,여,334,3689,262536430
2254,2023,조울증,경기,오산시,31140,남,248,2287,149329130
2255,2023,조울증,경기,오산시,31140,여,399,3073,190239450
2256,2023,조울증,경기,고양덕양구,31101,남,414,5547,630808470
2257,2023,조울증,경기,고양덕양구,31101,여,789,8084,934267690
2258,2023,조울증,경기,고양일산서구,31104,남,394,3667,312953520
2259,2023,조울증,경기,고양일산서구,31104,여,805,7500,622108190
2260,2023,조울증,경기,고양일산동구,31103,남,631,9138,1091188170
2261,2023,조울증,경기,고양일산동구,31103,여,1237,15353,1854216090
2262,2023,조울증,경기,용인기흥구,31192,남,524,6147,621215230
2263,2023,조울증,경기,용인기흥구,31192,여,913,10832,1037538710
2264,2023,조울증,경기,용인수지구,31193,남,143,895,51909150
2265,2023,조울증,경기,용인수지구,31193,여,279,2076,121856180
